sim_beta_c_c,sim_beta_e_c,sim_beta_c_e,sim_beta_e_e,sim_alpha_choice,sim_alpha_cf,sim_q_init,fit_beta_c_c,fit_beta_e_c,fit_beta_c_e,fit_beta_e_e,fit_alpha_choice,fit_alpha_cf,fit_q_init
-1.6455,1.0896,0.74525,1.0974,-1.5741,1.1045,2.3152,-0.24014,0.62153,0.69564,1.0237,-1.4126,1.1513,1.302
-1.5911,-0.33068,0.047734,-2.2415,-0.3164,-1.3707,2.7499,-1.7695,-0.61697,-0.30924,-2.4097,2.3331,-2.0089,1.265
2.0873,0.58464,-0.78392,1.8213,-4.4155,1.4392,3.893,2.1083,0.26565,-0.25903,2.0027,-3.4639,1.2345,3.1811
-1.7897,0.72882,0.378,-2.2879,-6.4645,0.024339,-0.56194,-0.52504,0.1044,0.18492,-0.58351,-3.0551,0.72648,-1.4157
-1.1066,1.4858,-1.5644,-1.5088,-2.1256,1.9489,-0.37,-0.62268,1.5798,-1.7447,-1.6202,-2.229,2.9856,-0.72434
0.16974,-1.5494,1.6303,-1.5676,-0.61535,1.0317,1.5632,0.27246,-1.6637,1.5343,-1.6882,-0.6939,0.79333,0.80044
1.8618,-0.87295,-1.9309,1.3123,-3.0537,1.3362,1.0281,2.4017,-0.39771,-0.51836,1.1999,-2.432,2.0109,2.0078
1.244,0.34615,0.070559,0.033278,-3.0877,-0.067,-1.5838,1.4277,-1.1249,-0.023316,0.47468,-3.502,0.18425,-1.109
-1.1962,1.2724,1.8895,2.1719,-1.1641,1.461,-4.7143,-0.08489,1.2604,1.96,2.1437,-1.6466,1.2643,-2.2847
0.97266,-1.2198,2.3171,1.9888,-1.4327,-0.31967,-0.78706,0.17291,0.55087,2.0339,1.7486,-1.2747,0.12951,-1.917
-0.26615,-0.037999,-0.15709,1.9222,-5.1314,0.54443,2.5082,-0.0034613,0.14858,-0.43013,2.1077,-4.608,0.25105,2.1717
1.6439,0.80785,-0.51335,-2.0097,-2.7926,0.98615,-3.1998,1.6637,0.3441,-1.0044,-2.2477,-2.5386,1.3135,-1.989
-0.39696,0.058689,-2.422,1.0145,-6.1642,1.1639,0.90798,-0.30542,-0.045924,-1.6666,1.0341,-3.3838,2.0239,1.4292
-0.16865,0.90342,-1.6592,-1.0849,-2.866,-0.85267,-1.5172,-0.43853,0.80039,-1.1056,-1.5685,-3.0412,-0.6275,-1.5571
1.7203,-0.88284,-0.16721,0.32296,-0.96326,0.26732,-4.9647,1.873,-0.45454,-0.36856,0.37885,-0.86819,0.16068,0.44694
-0.92612,0.43137,0.68199,0.32863,-0.85303,0.21842,-0.7811,-0.22531,0.006984,0.55362,0.36722,-1.0073,0.14925,-0.67809
-2.1292,1.499,-1.1784,2.2132,-2.1836,-0.44606,2.0496,-2.5888,1.7249,0.611,2.4432,-2.4261,-0.75442,2.0497
-2.5092,-0.11958,2.5787,0.50466,-2.6361,2.0284,-3.184,-1.0645,0.1924,2.7586,0.83226,-2.956,1.6226,-2.7531
-0.71885,-0.38166,0.26245,1.3617,-3.3105,-1.5322,-1.0042,-1.639,-0.87452,0.030769,0.84543,-2.1984,-0.64022,-1.7763
-0.51231,-0.44871,0.029113,-2.657,-5.9115,-0.26041,1.5015,-2.0893,-0.30694,-0.74307,-2.1332,-0.925,0.61119,-0.20988
-2.2669,-1.8531,1.5934,-0.045866,0.44376,2.0864,-1.9812,-2.4028,-1.5853,1.7192,0.089166,0.6991,1.2572,-0.012446
0.94217,-1.1743,-1.1417,1.8392,-1.9902,0.21058,3.007,0.80299,-0.11023,-1.4724,1.6122,-2.1479,0.61085,2.7954
1.6848,0.70944,0.66643,0.49625,-6.4037,-1.1151,1.9711,1.7224,-1.1277,0.9276,0.8119,-2.97,-0.84257,2.2243
-0.042861,-0.063026,1.0869,-0.74288,-3.1668,1.1094,-0.99162,-0.047475,-0.45694,0.95258,-0.27631,-2.6242,1.6916,-1.3996
-2.3248,-2.0062,-0.66058,-2.2701,-5.8249,-0.11366,-0.38222,-2.2231,-2.5057,-0.58565,-0.85174,-1.4958,0.58179,1.2121
-1.7908,-2.2219,1.8883,2.1417,-5.4148,0.95291,-2.5197,-1.569,-0.67818,1.9444,2.2749,-4.3031,1.1029,-3.1332
-2.4038,1.0559,0.28224,-0.48416,-2.4109,0.41112,4.1415,-2.3481,1.2925,0.3418,-0.42407,-2.8536,0.18538,1.17
-0.43047,-1.376,-0.18316,-0.027711,-4.7286,0.34119,0.23169,-1.0065,-0.26341,-0.69346,-0.38689,-1.9662,1.3482,0.36479
0.51822,-0.97099,-1.4849,-0.73646,-5.6134,-1.0899,-1.1623,-0.25123,0.19739,-0.99416,-1.1905,-1.0248,-2.4706,0.9277
0.76676,-0.51068,2.1048,-2.3081,-4.2628,-1.5744,-3.6592,0.36353,0.33731,1.7642,-0.043978,-1.1249,-4.6752,1.0942
2.3152,-0.52176,-0.50353,0.49644,-4.0438,-0.82447,2.8814,1.9114,-0.48823,0.51758,0.35846,-3.4911,-0.67596,2.7451
-0.10243,0.092917,1.2711,-1.8497,-5.3356,-0.46628,-2.0905,-0.84544,0.12091,1.2542,-0.60281,-2.5606,-0.34479,-0.78393
-1.4256,-0.4046,-1.6253,1.6088,-1.3759,0.13069,-0.45021,-0.53339,-0.57916,0.071804,1.705,-1.6211,0.10309,0.25078
-0.081108,-1.244,1.4316,-1.094,-3.6418,1.7963,1.6238,0.11208,-0.46886,1.7413,-0.90693,-3.2274,0.87656,2.3289
0.22627,-0.52314,0.52176,0.61413,-6.3037,-0.23384,1.6535,0.040154,0.099059,0.90876,0.57133,-3.158,-1.0894,2.1693
0.74338,-1.2555,2.0648,1.2899,0.75326,-1.568,-3.7628,0.72778,-1.2888,1.9302,1.3639,1.0124,-1.8295,-3.3162
0.58893,-1.3537,0.80332,-1.8591,-2.4982,0.1358,-1.6543,0.5751,-0.75394,0.80853,-1.9249,-1.8674,0.15513,-1.8931
-0.41434,1.6632,1.5746,-0.36342,-4.5004,-0.54578,4.2654,-0.54011,1.7051,1.4981,0.0864,-4.1128,-0.69088,3.0915
1.0271,-0.47326,0.25664,-0.98013,-5.5968,-1.8111,-1.4587,0.35554,-0.93869,-0.52886,-0.48366,-1.074,-2.2204,0.65782
0.18518,-0.79941,1.0259,-1.45,-3.5185,-0.45505,1.1791,0.42731,-1.1179,1.1073,-0.76004,-3.3014,-0.037023,0.056951
-2.4887,-0.62155,2.5145,-0.63704,-5.7417,0.70277,1.1384,-0.93497,-1.4166,2.2774,-1.199,-4.4177,0.49778,1.4492
0.87485,-1.3718,-0.31664,-2.7878,-4.8638,-1.0472,-4.5973,0.27637,0.25363,-1.4476,-1.2864,-1.0509,-2.4321,0.65672
0.019495,-2.1909,-0.63064,-1.0217,-5.6565,-1.1615,-2.8855,-0.09535,-1.1922,-0.70361,0.16722,-1.8618,-2.5811,-0.53237
-1.1506,-0.56904,-0.74293,-2.762,-6.0076,-0.14371,-0.013904,-1.9276,0.91667,0.64985,-1.353,-1.7379,-4.2187,-2.1927
0.74725,1.0322,1.8492,2.1598,-4.9604,-0.047608,1.6496,1.0073,0.58491,1.7261,2.0375,-4.8516,0.046281,1.5105
-1.046,-0.62606,-2.0875,-2.3347,-4.4851,1.548,2.8753,-1.0236,-0.89876,-2.1232,-1.3452,-3.2708,1.9007,0.88957
0.075351,1.9025,1.6237,1.8096,-2.536,0.98718,-0.43525,-0.23008,1.7377,1.6454,1.8231,-2.1436,1.1313,-0.42639
2.7819,-1.5378,-0.31178,0.57654,-0.94686,0.71366,-2.4939,3.098,0.063246,-0.25335,0.73263,2.372,-2.7968,-1.1321
-1.2287,0.80955,1.116,1.2689,-0.22711,0.92384,-2.1601,-0.59157,0.81638,1.1686,1.2742,-0.46546,0.30391,-0.80744
2.5328,-0.94887,1.1731,-0.31043,-0.37009,1.872,-2.6834,2.5252,-0.35925,1.1736,-0.082174,-0.11492,2.1246,0.72394
-1.8094,0.27736,1.4942,-0.7601,-3.1019,0.10856,-0.19829,-0.23914,-0.084713,1.1433,-0.54325,-3.0973,0.73519,-0.89397
-1.9787,-1.2189,-0.51194,-0.24368,1.4015,-0.25192,-2.4964,-1.6476,-0.54806,-0.3153,-0.64094,1.2025,-0.61389,0.14008
-0.6017,0.45549,-1.6965,-1.013,-5.2761,0.93345,0.87304,-1.853,0.68808,-1.9782,-1.396,-3.3523,1.7308,1.174
-2.0337,-1.9562,-1.9935,2.0381,-2.6282,-1.4405,3.0853,-2.1782,-1.3747,-0.13297,1.6546,-3.2535,-0.71592,1.8107
0.37051,-1.041,1.1414,-1.5086,-5.5239,1.7319,0.91193,0.022499,-0.76763,1.1022,-0.87275,-3.7844,3.0035,0.75763
2.1731,0.86305,-0.26673,0.96665,-4.4499,-0.60968,3.5966,2.3393,-0.19375,0.78756,1.0067,-4.4863,-0.99038,2.9851
1.7833,0.033091,0.19136,-1.725,-3.6644,1.7454,1.4907,1.717,-0.23998,0.42922,-0.88,-2.638,2.604,0.94263
-1.1616,2.3164,1.4269,-2.5393,-4.8289,-1.3508,-1.1749,-1.8591,1.8461,0.83652,-2.0216,-0.60539,-4.9205,0.89466
-0.52123,1.6365,-0.11782,0.68427,1.3447,-0.15216,-4.3295,0.055061,1.6075,0.029013,0.85477,0.94408,-0.62189,-1.2245
-1.7743,1.4086,-1.4369,-1.3934,-1.8022,0.72439,0.39996,-1.7027,1.416,-1.3906,-0.74893,-1.4507,0.4063,0.058778
-1.137,-0.93283,0.26486,-0.84035,-0.069971,0.93119,-5.1433,-0.34031,-1.1494,0.60912,-0.23564,-0.80972,0.62763,-1.3143
-1.8384,1.4733,0.4455,0.12621,-3.5653,0.066559,0.89237,-1.0015,1.3708,0.23893,0.23626,-3.6814,0.17261,0.40493
-1.4254,0.80726,-2.1225,-1.0591,-0.33286,1.2135,-0.50017,-1.6586,0.71326,-2.2614,-0.25936,0.18232,0.8985,-0.9518
1.3988,1.0374,-1.4915,-1.7075,1.0185,-1.0044,1.2656,1.427,0.98159,-1.0815,-2.1012,-0.86165,1.752,-2.2285
2.3766,-1.78,1.8567,0.37631,-5.6311,-0.7459,0.79844,2.3962,1.9151,2.0498,-0.81716,-3.6612,-0.85238,1.0759
-0.42801,-1.5914,0.53102,0.85898,-2.424,1.1208,-4.0839,-0.15255,-2.2344,0.64034,0.70711,-1.6088,0.89576,-2.3819
-0.58047,-1.6565,1.8616,-0.70212,-5.2893,-0.035596,2.4231,-0.95337,-0.33042,2.1568,-0.3158,-3.8611,-0.11007,3.1501
-1.4786,-0.31566,0.43784,-2.2948,-4.052,0.47498,-3.1026,-0.9674,-0.9897,0.19055,-2.2091,-1.067,-0.1408,-0.8599
-0.018804,1.8338,1.0968,-1.6115,0.10905,2.1161,0.494,0.28042,1.9066,1.1502,-1.5086,-0.14491,2.0472,-2.1365
2.085,-0.17858,-1.0627,0.49729,-5.9968,1.986,-2.5025,1.9741,-0.33138,-1.9277,0.17792,-3.4177,2.2737,-2.0674
-0.19405,0.54263,-0.46563,0.69967,-6.4072,1.0753,-4.7014,-0.092993,0.47026,0.079886,0.73408,-3.4159,0.88037,-1.9748
-1.1872,-1.8977,-1.7232,-2.6851,-3.1149,0.61033,-2.3987,-0.31368,-1.7994,-1.0687,-2.6917,-1.5907,-0.41083,0.067423
-1.8537,1.1259,0.42278,1.7108,-3.635,1.7918,1.6299,-1.0512,1.1292,0.5572,1.8866,-3.4813,1.1118,2.5569
1.1237,0.82509,2.6507,-2.5409,-5.1989,1.1636,-4.704,1.1674,0.28125,2.6673,-1.29,-5.1866,1.0262,-2.0708
1.4329,-1.8148,-1.6534,1.9545,-6.5236,-0.9,-0.32633,1.2397,-1.2707,0.5913,1.6568,-2.8521,-0.59912,-0.7276
-0.37451,-1.8629,0.5607,-2.7635,-5.2088,-0.014154,-4.8998,-0.91377,-0.54994,0.19162,-1.6416,-0.26804,-2.4274,1.3426
0.52538,-1.4926,0.90364,1.7203,-2.0349,1.6765,0.59377,0.23444,-1.841,0.80466,2.2768,-2.3952,1.8832,-1.3625
-1.2397,0.87362,1.9578,-1.9523,0.81228,-1.5606,4.0625,-2.108,0.97695,2.0656,-0.49869,0.73922,-2.2073,3.3498
-1.358,-0.32943,2.5924,0.39348,-2.9682,-1.1229,-5.0974,-0.059599,-0.14889,3.0145,0.57975,-3.5482,-1.569,-1.8188
-1.0696,-2.0978,-1.2253,1.2804,0.38211,1.5181,4.0537,-1.7679,-1.9415,-0.378,1.4073,0.10709,2.2853,0.85101
-1.4903,0.42294,0.88418,-1.3958,-3.7572,-0.53485,2.0858,-1.1527,0.61245,0.68069,-1.3961,-3.4714,0.0064379,0.062056
2.531,-0.46842,-0.14112,1.2198,0.71646,-1.8124,-4.4763,2.7284,-0.95912,-0.093688,1.4139,0.72723,-1.7059,-2.4783
-1.3581,-1.605,-0.65566,1.5112,-4.2525,0.63812,-0.75245,-1.06,-2.1126,-0.80732,1.5992,-3.2037,0.61973,-1.034
-2.487,-0.13083,-1.1918,-2.459,-2.1653,-0.44877,-4.8578,-0.75801,-0.25083,-0.2588,-0.57581,-0.43794,-0.43294,0.00068402
1.0673,2.2564,2.3844,-0.57566,-2.7553,1.0498,-4.7648,1.0734,1.9389,2.4748,-0.3083,-2.4502,0.51078,-2.9227
-0.91735,-0.52769,-0.25142,1.2214,-3.5223,1.5851,-4.8172,-1.2851,-0.42283,-0.059458,1.1689,-3.3879,1.8749,-2.32
1.4365,1.6703,-2.1746,1.8282,-3.4666,1.8995,-5.2955,1.4754,1.6637,-1.7413,1.8528,-4.2279,2.6905,-2.0178
0.63799,-0.82274,-2.1414,0.41227,-5.9789,-0.68771,-4.3829,0.61415,-1.2282,-0.62127,0.37549,-0.79034,-3.7832,2.65
1.4146,-0.55657,0.40088,-1.0595,-3.2586,0.76582,1.9702,1.0709,0.26614,0.72949,-0.77393,-2.8821,0.99431,0.46296
2.5553,-0.6768,-0.56612,-1.5303,-3.2934,0.126,-3.8265,2.6475,-0.5278,-0.22921,-1.127,-3.8043,0.73409,-1.6488
1.7002,1.4944,1.2562,-0.35831,-5.5919,-0.57786,2.19,1.765,0.77787,0.80663,-0.10236,-3.9624,0.071454,1.8632
-1.936,-1.3008,0.18087,1.7405,0.72323,-0.79112,0.48449,-1.9231,-0.60962,0.29819,1.6635,0.037939,-0.37215,0.69209
-0.76763,0.40429,0.40181,-2.3453,-6.211,-1.4072,1.8605,-0.37636,-0.88433,0.97083,-1.6616,-3.7289,-1.4641,0.93003
0.98542,1.9017,1.9721,-2.781,-0.44895,-1.6415,2.9275,0.63919,2.2343,2.1792,-2.0989,-0.49914,-1.9909,2.9803
-0.83995,-0.22574,1.7483,0.56184,1.4198,-0.96487,-0.9787,-0.4573,-0.6912,1.897,0.73751,1.1054,-1.1009,-1.6947
1.9002,-0.33587,-1.0332,-1.0476,1.0515,-0.65374,-2.9464,1.8619,0.26519,-0.81356,-1.848,1.6588,-0.7691,-1.5609
-0.86161,-1.0405,1.4999,-2.6156,-0.51061,1.3116,2.887,-0.74604,-0.52299,1.502,-0.24004,-0.22514,1.3312,-0.10311
2.4742,0.83721,1.1167,1.8397,0.42584,1.5178,-1.0146,2.3912,0.8535,1.4416,1.9079,0.18455,0.70055,0.30846
0.62216,-1.672,-1.0101,0.82874,1.327,-1.443,3.1349,0.58258,-2.2071,-1.3313,0.83247,2.8991,-1.073,0.1585
0.30914,-1.086,1.3909,-1.1404,-0.92916,2.1889,0.033055,0.66933,-1.9107,1.4581,-1.088,-0.62768,1.5848,0.71238
2.3296,-1.539,2.4168,-2.0684,-3.0689,-1.5934,-2.8927,2.4368,-0.73821,2.5062,-0.34601,-3.6575,-1.5395,-1.5564
0.17649,1.2635,1.646,1.6048,-4.2544,-0.29453,-0.59431,-0.41985,1.2434,1.2408,1.4235,-3.0248,0.1905,-0.16436
0.21754,0.95736,2.0302,1.8084,-5.3229,-1.5115,1.323,0.05403,1.1049,1.9051,1.7984,-4.6475,-1.4307,1.1015
-1.895,-2.0722,-0.45792,1.2534,-0.81381,1.8851,-3.6457,-1.0069,-2.3289,0.226,1.4345,-1.1609,0.79737,-1.9387
-0.25397,-0.34418,-1.9663,-0.95211,-4.0384,0.79975,-3.95,-0.49966,-0.194,-0.78943,-0.69585,0.71979,0.11372,0.71714
2.0328,1.2741,1.9881,1.9588,-2.0756,1.029,-4.6331,1.9781,1.7784,2.2012,1.9345,-2.1554,0.83723,-1.1852
-1.0382,1.2682,-0.56373,0.18578,0.50946,-1.7062,-3.6152,-1.7704,1.0683,-1.5558,0.26111,1.524,-1.6506,-1.7126
0.87923,1.0567,0.86475,-2.1417,-2.3786,-0.90984,1.7013,0.71257,0.8377,0.72464,-2.2163,-0.6067,-1.5742,-2.2375
-0.85521,0.52212,-0.80116,0.0069686,-6.3107,1.1299,-4.5321,-0.32955,0.4254,-1.1329,0.092419,-2.7864,1.2009,-1.0387
-1.319,1.691,-1.9731,0.70141,-2.3905,2.1991,-0.97302,-0.71877,1.7279,-1.4558,0.49193,-2.5693,2.4242,-0.41267
0.063018,-1.1292,1.7335,-0.10109,-1.8849,0.71321,-5.0182,-0.0047463,-0.65914,1.6213,-0.24748,-1.5752,0.80497,-0.84057
-1.8764,1.3113,0.52737,-1.9069,-4.1073,-1.7764,1.0016,-1.367,1.0183,0.057872,-2.1061,-3.1796,-1.2046,-0.94156
-1.7037,0.27622,-0.064628,-1.218,-5.3276,-0.47062,-2.0518,-1.925,0.47336,-0.031543,-1.6604,-2.8063,0.20713,-1.0393
-2.4887,0.021822,2.3326,1.4754,-6.5392,-1.3568,-4.0325,-2.2489,-1.3231,1.7876,1.4291,-4.0695,-1.1066,-2.9453
-0.16439,0.045038,2.4637,-1.7553,-5.06,-0.43654,-2.8726,-1.3396,0.5103,2.6405,-1.5134,-5.0233,-0.56471,-2.7724
0.36175,-0.46225,0.32942,0.48076,-2.3776,0.76129,-2.0997,0.66971,-1.2584,0.53741,0.92112,-1.7562,0.66583,-0.67715
1.4288,1.9212,0.61059,0.00081701,-4.6157,1.7494,-4.2528,1.4353,1.9801,0.78081,-0.39241,-4.7815,1.9121,-3.4461
-2.0694,-0.37037,-2.3016,-0.040889,-4.4607,1.8524,-0.26701,-1.2738,-0.25466,-2.1991,0.031582,-2.927,2.0356,0.19593
0.69795,1.321,-0.42493,0.97667,-2.514,0.25021,-4.8414,0.6646,1.7421,0.89837,1.4414,-3.9132,-0.56,-1.4043
-1.2513,-0.26414,-0.41104,1.8581,-3.99,-0.98114,-1.6637,-0.33735,0.31367,-0.76502,1.7586,-3.0757,-1.441,-0.31303
2.3905,-0.45152,1.5802,-0.98149,0.42623,-0.85326,-1.8202,3.224,0.027394,1.6276,0.15197,-0.79805,0.61926,-0.89138
-0.44398,-2.0779,1.402,0.3098,-5.9987,-0.98857,-3.8187,-0.51965,-1.874,1.0521,0.2787,-3.6436,-0.81356,-1.3155
0.71841,0.67514,-1.4016,-0.88964,-6.3256,1.7716,1.0843,0.36102,0.9711,-0.81526,-0.63205,-2.5797,2.0971,-0.66305
2.0013,0.2349,-0.6077,-2.3139,-3.0514,-0.34829,2.857,1.9644,1.2231,-2.0744,-0.76779,-2.3574,-0.16124,2.1058
-0.071561,-1.9509,0.71583,1.0735,-1.9262,-0.10334,-3.9643,0.26947,-2.0436,0.42826,0.857,-0.86791,-0.28609,-0.53826
2.2567,1.1837,-1.3896,0.24949,-2.1969,1.0133,-1.4415,1.9952,1.4712,-2.3222,0.44159,-2.2875,1.1086,-1.8669
0.26349,-1.5405,-0.86725,-2.1066,-5.5195,1.4515,-5.2319,0.11307,-0.50648,-0.65967,-2.508,-1.8311,0.81708,-1.2456
-2.0699,0.30683,2.6368,-2.5307,-6.4528,1.9161,3.8438,-1.5595,0.050475,1.9795,-2.3567,-4.9447,1.9024,3.2843
2.3397,1.1304,0.34628,1.1075,-5.6035,-1.2303,-0.26479,2.7613,0.66316,1.0257,1.067,-3.8759,-1.8285,-1.0873
0.51969,0.57972,-0.16248,-2.3242,-5.4247,-1.0824,2.4854,0.6653,-0.83202,-0.80935,-1.4685,-0.19657,-4.2119,-2.9326
1.8269,0.44417,-1.1801,0.017937,-6.063,-0.1151,-1.6435,1.8157,-0.15591,-0.71031,0.51951,-3.0073,0.19015,-1.8402
2.766,1.7333,-0.40084,-0.14983,-0.41878,-1.9792,-3.7803,2.8893,2.501,-0.71249,-0.32206,0.2086,-2.3846,-2.1066
-1.8648,0.19939,1.5402,0.618,-0.83971,1.5332,1.4455,-1.4929,0.45614,1.5265,0.88419,-0.60644,2.0315,0.77655
2.5781,-0.28251,-1.085,1.4138,-2.5312,1.5194,1.0733,2.4942,-0.76753,-2.0853,1.5671,-3.0256,1.27,1.1897
-0.73056,1.6834,-1.4385,0.25709,-1.3198,1.0487,-0.47521,-1.0109,1.7653,-0.13868,0.34608,-1.3301,0.85604,-0.99171
-1.2842,2.0079,-0.66955,-1.6844,-0.051215,-1.2352,-2.2456,-1.8979,2.235,-2.1841,-0.86229,-0.44506,-1.1588,-0.69142
-2.3625,0.8752,-0.29638,1.8156,-4.3714,0.012642,-2.1286,-1.0134,0.74696,-0.34838,1.7859,-3.1373,-0.30795,-2.3676
-1.1203,-1.8996,-1.1508,-1.188,-6.4308,0.76004,1.8223,-0.99294,-2.045,-0.56259,-2.016,-1.2546,2.108,0.7941
1.7391,-0.069002,-2.1918,1.5097,-3.2309,-1.6646,0.1866,1.4645,1.6335,-1.0016,1.4751,-3.5509,-1.8503,0.54413
0.78362,-1.5986,0.15492,-0.85243,-4.0203,-0.40048,-0.92758,0.48196,-0.050985,-0.85026,-1.5416,-3.3785,0.23133,0.51652
-1.7857,-0.1615,0.82037,0.074843,-5.5765,-0.74835,-1.725,-0.87689,-0.27701,1.0334,0.44044,-4.0085,-1.2393,0.25013
0.49877,-0.28568,-0.86092,-0.75166,-4.9363,-1.8413,1.4308,0.42679,-0.94493,-0.54981,-0.89945,-1.9106,-2.1453,-0.25942
-1.3853,1.4115,0.88717,-1.7202,-2.9147,-0.26202,-5.0296,-1.8406,1.4055,0.74855,-0.10336,-2.52,-0.0205,-2.5976
2.133,-0.3777,0.14266,-2.3471,-5.8351,-0.23898,0.26426,2.5912,-0.80936,-0.50059,-1.8257,-3.0475,-0.68452,-2.0189
0.86257,-0.20204,1.3909,-1.9313,-4.3596,1.4877,1.8041,1.0753,-0.40282,1.5902,-1.3956,-3.742,1.3618,2.048
1.9443,-0.18824,-0.33606,-1.7485,-3.187,0.59642,2.7607,2.3469,-1.2858,-0.33511,-2.1572,-2.9699,0.42353,0.4148
-0.084436,-0.83405,-1.3274,-2.3928,-2.057,-0.95106,-4.3417,0.27052,-0.71088,-0.66151,-0.78097,-1.3437,-1.6913,0.088982
2.5594,0.6907,-2.3493,-0.53998,-5.6769,0.70862,2.39,2.8455,-0.51409,-0.88046,-0.1343,-2.928,-0.60294,2.1415
-0.51045,0.7021,-0.048461,-2.0272,-5.4365,-1.395,-2.7304,0.39575,-0.61354,0.16602,-1.1103,-2.953,-1.359,-1.804
-1.019,-2.1519,-2.3827,-0.80034,-6.4191,-0.9568,2.2588,-2.2618,-1.3554,-1.7366,-1.302,-1.6365,-1.1654,-0.1884
2.1463,-1.7963,-0.48609,-1.5209,1.396,0.25423,-2.6684,2.5215,-0.60585,-0.20142,-2.2576,0.75771,0.86669,0.083509
1.8016,0.37198,2.1608,-2.4043,-1.2357,1.8537,-2.6823,1.786,-0.68649,2.4153,-0.29616,-1.2567,1.4555,-2.3162
0.66061,0.87704,-1.1966,0.97829,-2.548,1.7147,1.6823,0.82447,0.77978,-1.6035,1.0218,-1.7885,1.1336,0.38847
-0.83632,-1.8221,1.9749,-1.8804,-3.8088,-0.11838,0.54421,-1.3431,-0.76911,1.8683,-1.9155,-4.1943,-0.18893,0.91875
-1.8142,-0.68814,0.97315,-2.7917,-5.8096,-1.619,0.31703,-1.7548,-0.62576,0.54448,-1.0286,-3.3014,-0.7675,-1.4583
0.44406,-0.35202,1.3676,-2.4097,-2.8425,0.8759,-1.7102,0.158,-0.50124,1.3292,-1.3317,-2.4176,0.69882,0.20273
2.3759,-1.3662,2.1934,-2.0944,-2.9416,1.4848,-2.8611,2.7984,-2.2068,1.8135,-1.0334,-2.3744,1.6251,-1.2393
-1.5798,0.023584,0.93424,1.8617,-2.3212,-0.48877,2.6321,-0.19442,-0.84191,0.67726,1.9133,-2.2676,-0.61587,2.6322
-0.74373,-1.456,0.59998,1.4543,-3.9839,0.6627,2.6448,-2.2457,-0.43899,1.0469,1.6317,-3.9801,0.43522,1.6683
-2.5492,-2.1059,-0.10693,1.26,0.6039,-1.0983,-4.1763,-2.5268,-1.5687,-0.23271,1.6534,-0.28072,-2.0508,0.59622
0.75443,-1.4203,0.01191,-1.531,-3.9479,-1.4657,2.1015,0.50297,-1.381,0.45769,-0.80845,-3.5949,-0.9027,1.7274
2.1581,-1.0102,1.6273,-0.60748,-2.3495,0.98933,2.817,2.0141,0.86164,1.5878,-2.0341,-2.0872,1.0097,1.2858
-1.1029,2.1035,0.41146,2.1609,1.1303,-1.8163,1.1066,-1.2598,1.9659,-0.0036908,1.9485,1.5452,-1.6068,1.1961
-2.0211,0.221,-1.0596,-1.4868,-2.1501,1.6351,-3.9976,-1.7399,0.085173,-0.86044,-1.3553,-1.7243,0.93957,-1.4167
1.3931,-0.57011,-1.0604,0.12535,-3.4544,0.43508,-1.9532,1.5688,0.066424,-1.7263,0.097254,-3.3507,0.89826,-2.6803
1.9446,0.48622,-1.033,-1.007,-2.2139,0.12365,4.0106,2.1112,0.54185,-1.4424,-0.66953,-2.2038,-0.19237,2.4746
-1.9369,1.3851,1.2035,1.5581,-5.7116,1.0854,3.9291,-2.005,1.4991,1.2129,1.8121,-4.4684,1.2282,3.8072
-1.7384,-0.14636,-1.7378,2.2416,-0.10636,2.0238,-2.8714,-1.6454,0.060079,0.11927,3.2247,-1.6425,2.7722,-1.5442
0.17919,0.43411,-0.56232,1.1891,-3.6382,0.98648,-1.8567,0.046583,0.54608,-0.23191,1.2934,-3.8632,0.56871,-2.3921
1.0371,-1.2764,-2.1849,-0.18315,-5.9115,0.4441,1.2757,1.1227,-0.16517,-2.2653,-0.28404,-3.3424,0.26528,0.98639
-2.5962,-2.2094,0.69577,2.0718,-2.4978,0.99828,0.40557,-2.3481,-0.70754,0.95435,2.1214,-2.3191,0.44318,1.1122
-0.5353,-1.7162,0.7129,-2.4018,-3.3483,1.5788,1.0035,-0.70349,-1.3097,0.30876,-2.53,-2.2994,2.1326,0.76727
0.943,0.81976,1.9796,-0.76708,-2.5701,-1.261,-0.73522,0.89586,0.089025,1.8315,-0.3015,-1.2728,-2.4584,1.2585
-2.5316,0.0077433,-0.57367,-0.97169,-6.4045,-1.7656,-4.656,-1.1327,-0.15456,0.16068,-1.5264,-3.045,-1.5051,-1.4167
1.7806,1.1133,2.0549,-0.87771,-0.42138,0.84882,-3.3719,1.9286,1.2061,1.918,-1.8596,-0.012426,1.1488,-1.1057
-0.10645,2.0272,0.89545,-0.91128,-4.8726,-0.20495,-2.4422,-0.98765,2.1664,0.85855,-1.7823,-4.5275,-0.31912,-2.2844
-2.4677,-0.96843,1.4221,-0.89748,-3.7356,-0.41487,3.8594,-1.1438,-1.4047,1.4042,-0.91654,-4.266,-0.089998,0.55812
2.5781,-0.88825,1.2253,0.76495,-1.0917,1.9762,2.3547,2.3725,0.43605,1.1032,0.43739,-0.59217,2.079,2.0997
-1.5505,-0.4968,2.5642,1.6402,-4.3536,0.83888,-1.7181,-2.2424,-0.1781,2.8533,1.86,-4.2784,1.3172,-2.0424
2.5403,-1.8545,-1.4762,-1.8107,-6.08,-1.0577,-3.4689,2.0136,-0.69327,-2.441,-1.5972,0.11372,-2.8344,2.5519
